ADDR_ID, LAT, LON, HUISNR, STRAAT_ID, STRAATNM, POSTCODE, NISCODE, GEM_NAAM, MATCH_NIS, MATCH_GEM
2002799130, 51.0958376472, 2.57276412696, 90, 60241, Dynastielaan, 8470, 38008, De Panne, 35005, Gistel
2002896278, 50.750019418, 4.61329550761, 2, 33803, Kleine Schoolstraat, 3052, 24045, Huldenberg, 24086, Oud-Heverlee
2002899480, 50.9977043739, 4.63465814073, 2, 33932, Klimopdreef, 2850, 24048, Keerbergen, 11005, Boom
2002901270, 50.9390646868, 3.06738096527, 7, 58572, Penninckstraat, 8820, 36019, Staden, 31033, Torhout
2003009737, 51.2182510074, 4.4597574609, 64, 2885, Unolaan, 2620, 11002, Antwerpen, 11018, Hemiksem
2003077052, 50.976897682, 5.12878201978, 2, 114413, Donderbosstraat, 3560, 71020, Halen, 71037, Lummen
2003077053, 50.976858474, 5.1250920706, 4, 114413, Donderbosstraat, 3560, 71020, Halen, 71037, Lummen
2003106860, 51.2802285814, 4.45266515648, 424, 1430, Kapelsesteenweg, 2930, 11002, Antwerpen, 11008, Brasschaat
2003125603, 50.8621621898, 4.76287662087, 118, 32335, Tiensesteenweg, 3040, 24011, Bierbeek, 24045, Huldenberg
2003126001, 50.8229522332, 3.28050087531, 169, 52063, Elfde-julilaan, 8730, 34022, Kortrijk, 31003, Beernem
2003125661, 50.814614124, 4.95070466577, 25, 36815, Vijverstraat, 3500, 24107, Tienen, 71022, Hasselt
2003127674, 50.9534472797, 5.08531744865, 167, 114507, Zelkstraat, 3460, 71020, Halen, 24008, Bekkevoort
2003160788, 51.2315689987, 4.40566047088, 55, 1480, Kattendijkdok, 2321, 11002, Antwerpen, 13014, Hoogstraten
2003169653, 50.8812060566, 4.47180103045, 8, 29704, Kerkstraat, 3080, 23094, Zaventem, 24104, Tervuren
2003169363, 50.9611225151, 4.22973910142, 7, 27805, Dendermondestraat, 1880, 23052, Merchtem, 23039, Kapelle-op-den-Bos
2003170105, 50.8958430481, 4.62420090811, 2B, 33241, Bergstraat, 3018, 24038, Herent, 24062, Leuven
2003170175, 51.0014895862, 4.65259816146, 5A, 34017, Vlieghavenlaan, 2850, 24048, Keerbergen, 11005, Boom
2003169689, 50.8695865938, 4.47731695606, 14, 29890, Wezembeekstraat, 1950, 23094, Zaventem, 23099, Kraainem
2003169362, 50.9610678563, 4.22988829254, 5, 27805, Dendermondestraat, 1880, 23052, Merchtem, 23039, Kapelle-op-den-Bos
