ADDR_ID, LAT, LON, HUISNR, STRAAT_ID, STRAATNM, POSTCODE, NISCODE, GEM_NAAM, MATCH_NIS, MATCH_GEM
2002406045, 51.0428521968, 4.00873684755, 12, 66624, Kamershoek, 9290, 42028, Zele, 42003, Berlare
2002406047, 51.0422934552, 4.00877264864, 18, 66624, Kamershoek, 9290, 42028, Zele, 42003, Berlare
2002414111, 51.2064061148, 4.07900086461, 60, 78115, Molenstraat, 9090, 46024, Stekene, 44040, Melle
2002477220, 51.2166265296, 4.431717535, 26, 1148, Helmstraat, 2200, 11002, Antwerpen, 13011, Herentals
2002484443, 50.9947388172, 3.26770301382, 5, 59038, Markt, 8870, 37011, Pittem, 36008, Izegem
2002522500, 50.8603435426, 3.22268354742, 331, 52443, Mellestraat, 8710, 34022, Kortrijk, 37017, Wielsbeke
2002686011, 51.0952635969, 2.60678084454, 201, 60361, Veurnestraat, 8470, 38008, De Panne, 35005, Gistel
2002700813, 51.1668260962, 4.05808851301, 49, 77887, Puiveldestraat, 9190, 46021, Sint-Niklaas, 46024, Stekene
2002711613, 50.7707730156, 3.2952218818, 41, 52384, Leuzestraat, 8540, 34022, Kortrijk, 34009, Deerlijk
2002740901, 51.1612995845, 4.0955875638, 25, 77643, Gentstraat, 9180, 46021, Sint-Niklaas, 44045, Moerbeke
